"","Latitude","Longitude","Weight","Month"
"837",52.3,192.1,0,9
"838",52.3,193.1,0,9
"839",52.3,194.1,0,9
"840",52.3,195.1,0,9
"841",52.3,196.1,0,9
"842",52.3,197.1,0,9
"843",52.3,198.1,0,9
"844",52.3,199.1,0,9
"845",52.3,200.1,0,9
"846",52.3,201.1,0,9
"847",52.3,202.1,0,9
"848",52.3,203.1,0,9
"849",52.3,204.1,0,9
"850",52.3,205.1,0,9
"851",53.3,181.1,0,9
"852",53.3,182.1,0,9
"853",53.3,183.1,0,9
"854",53.3,184.1,0,9
"855",53.3,185.1,0,9
"856",53.3,186.1,0,9
"857",53.3,187.1,0,9
"858",53.3,188.1,0,9
"859",53.3,189.1,0,9
"860",53.3,190.1,0,9
"861",53.3,191.1,0,9
"862",53.3,192.1,0,9
"863",53.3,193.1,0,9
"864",53.3,194.1,0,9
"865",53.3,195.1,0,9
"866",53.3,196.1,0,9
"867",53.3,197.1,0,9
"868",53.3,198.1,0,9
"869",53.3,199.1,0,9
"870",53.3,200.1,0,9
"871",53.3,201.1,0,9
"872",53.3,202.1,0,9
"873",53.3,203.1,0,9
"874",53.3,204.1,0,9
"875",53.3,205.1,0,9
"876",54.3,181.1,0,9
"877",54.3,182.1,0,9
"878",54.3,183.1,0,9
"879",54.3,184.1,0,9
"880",54.3,185.1,0,9
"881",54.3,186.1,0,9
"882",54.3,187.1,0,9
"883",54.3,188.1,0,9
"884",54.3,189.1,0,9
"885",54.3,190.1,0,9
"886",54.3,191.1,0,9
"887",54.3,192.1,0,9
"888",54.3,193.1,0,9
"889",54.3,194.1,87,9
"890",54.3,195.1,0,9
"891",54.3,196.1,0,9
"892",54.3,197.1,0,9
"893",54.3,198.1,0,9
"894",54.3,199.1,0,9
"895",54.3,200.1,0,9
"896",54.3,201.1,0,9
"897",54.3,202.1,0,9
"898",54.3,203.1,0,9
"899",54.3,204.1,0,9
"900",54.3,205.1,0,9
"901",55.3,181.1,0,9
"902",55.3,182.1,0,9
"903",55.3,183.1,0,9
"904",55.3,184.1,0,9
"905",55.3,185.1,0,9
"906",55.3,186.1,0,9
"907",55.3,187.1,0,9
"908",55.3,188.1,0,9
"909",55.3,189.1,0,9
"910",55.3,190.1,76.77,9
"911",55.3,191.1,0,9
"912",55.3,192.1,0,9
"913",55.3,193.1,0,9
"914",55.3,194.1,0,9
"915",55.3,195.1,0,9
"916",55.3,196.1,0,9
"917",55.3,197.1,0,9
"918",55.3,198.1,0,9
"919",55.3,199.1,0,9
"920",55.3,200.1,0,9
"921",55.3,201.1,0,9
"922",55.3,202.1,0,9
"923",55.3,203.1,0,9
"924",55.3,204.1,0,9
"925",55.3,205.1,0,9
"926",56.3,181.1,0,9
"927",56.3,182.1,0,9
"928",56.3,183.1,0,9
"929",56.3,184.1,0,9
"930",56.3,185.1,0,9
"931",56.3,186.1,0,9
"932",56.3,187.1,0,9
"933",56.3,188.1,0,9
"934",56.3,189.1,0,9
"935",56.3,190.1,0,9
"936",56.3,191.1,2965.12,9
"937",56.3,192.1,41724.9,9
"938",56.3,193.1,1390797.3,9
"939",56.3,194.1,3586382.53,9
"940",56.3,195.1,250654.94,9
"941",56.3,196.1,275384.74,9
"942",56.3,197.1,0,9
"943",56.3,198.1,0,9
"944",56.3,199.1,0,9
"945",56.3,200.1,0,9
"946",56.3,201.1,0,9
"947",56.3,202.1,0,9
"948",56.3,203.1,0,9
"949",56.3,204.1,0,9
"950",56.3,205.1,0,9
"951",57.3,181.1,0,9
"952",57.3,182.1,0,9
"953",57.3,183.1,0,9
"954",57.3,184.1,0,9
"955",57.3,185.1,0,9
"956",57.3,186.1,0,9
"957",57.3,187.1,2.5,9
"958",57.3,188.1,0,9
"959",57.3,189.1,254484.34,9
"960",57.3,190.1,1472692.35,9
"961",57.3,191.1,89896.84,9
"962",57.3,192.1,36958.32,9
"963",57.3,193.1,1341303.29,9
"964",57.3,194.1,1766090.47,9
"965",57.3,195.1,291414.29,9
"966",57.3,196.1,0,9
"967",57.3,197.1,0,9
"968",57.3,198.1,0,9
"969",57.3,199.1,0,9
"970",57.3,200.1,0,9
"971",57.3,201.1,0,9
"972",57.3,202.1,0,9
"973",57.3,203.1,0,9
"974",57.3,204.1,0,9
"975",57.3,205.1,0,9
"976",58.3,181.1,0,9
"977",58.3,182.1,0,9
"978",58.3,183.1,0,9
"979",58.3,184.1,0,9
"980",58.3,185.1,0,9
"981",58.3,186.1,0,9
"982",58.3,187.1,7.09,9
"983",58.3,188.1,0,9
"984",58.3,189.1,298990.53,9
"985",58.3,190.1,784589.43,9
"986",58.3,191.1,23085.76,9
"987",58.3,192.1,0,9
"988",58.3,193.1,0,9
"989",58.3,194.1,0,9
"990",58.3,195.1,0,9
"991",58.3,196.1,0,9
"992",58.3,197.1,0,9
"993",58.3,198.1,0,9
"994",58.3,199.1,0,9
"995",58.3,200.1,0,9
"996",58.3,201.1,0,9
"997",58.3,202.1,0,9
"998",58.3,203.1,0,9
"999",58.3,204.1,0,9
"1000",58.3,205.1,0,9
"1001",59.3,181.1,0,9
"1002",59.3,182.1,0,9
"1003",59.3,183.1,0,9
"1004",59.3,184.1,0,9
"1005",59.3,185.1,0,9
"1006",59.3,186.1,0,9
"1007",59.3,187.1,0,9
"1008",59.3,188.1,0,9
"1009",59.3,189.1,0,9
"1010",59.3,190.1,0,9
"1011",59.3,191.1,0,9
"1012",59.3,192.1,0,9
"1013",59.3,193.1,0,9
"1014",59.3,194.1,0,9
"1015",59.3,195.1,0,9
"1016",59.3,196.1,0,9
"1017",59.3,197.1,0,9
"1018",59.3,198.1,0,9
"1019",59.3,199.1,0,9
"1020",59.3,200.1,0,9
"1021",59.3,201.1,0,9
"1022",59.3,202.1,0,9
"1023",59.3,203.1,0,9
"1024",59.3,204.1,0,9
"1025",59.3,205.1,0,9
"1026",60.3,181.1,0,9
"1027",60.3,182.1,0,9
"1028",60.3,183.1,0,9
"1029",60.3,184.1,0,9
"1030",60.3,185.1,0,9
"1031",60.3,186.1,0,9
"1032",60.3,187.1,0,9
"1033",60.3,188.1,0,9
"1034",60.3,189.1,0,9
"1035",60.3,190.1,0,9
"1036",60.3,191.1,0,9
"1037",60.3,192.1,0,9
"1038",60.3,193.1,0,9
"1039",60.3,194.1,0,9
"1040",60.3,195.1,0,9
"1041",60.3,196.1,0,9
"1042",60.3,197.1,0,9
"1043",60.3,198.1,0,9
"1044",60.3,199.1,0,9
"1045",60.3,200.1,0,9
"1046",60.3,201.1,0,9
"1047",60.3,202.1,0,9
"1048",60.3,203.1,0,9
"1049",60.3,204.1,0,9
"1050",60.3,205.1,0,9
"1051",61.3,181.1,0,9
"1052",61.3,182.1,0,9
"1053",61.3,183.1,0,9
"1054",61.3,184.1,0,9
"1055",61.3,185.1,0,9
"1056",61.3,186.1,0,9
"1057",61.3,187.1,0,9
"1058",61.3,188.1,0,9
"1059",61.3,189.1,0,9
"1060",61.3,190.1,0,9
"1061",61.3,191.1,0,9
"1062",61.3,192.1,0,9
"1063",61.3,193.1,0,9
"1064",61.3,194.1,0,9
"1065",61.3,195.1,0,9
"1066",61.3,196.1,0,9
"1067",61.3,197.1,0,9
"1068",61.3,198.1,0,9
"1069",61.3,199.1,0,9
"1070",61.3,200.1,0,9
"1071",61.3,201.1,0,9
"1072",61.3,202.1,0,9
"1073",61.3,203.1,0,9
"1074",61.3,204.1,0,9
"1075",61.3,205.1,0,9
"1076",62.3,181.1,0,9
"1077",62.3,182.1,0,9
"1078",62.3,183.1,0,9
"1079",62.3,184.1,0,9
"1080",62.3,185.1,0,9
"1081",62.3,186.1,0,9
"1082",62.3,187.1,0,9
"1083",62.3,188.1,0,9
"1084",62.3,189.1,0,9
"1085",62.3,190.1,0,9
"1086",62.3,191.1,0,9
"1087",62.3,192.1,0,9
"1088",62.3,193.1,0,9
"1089",62.3,194.1,0,9
"1090",62.3,195.1,0,9
"1091",62.3,196.1,0,9
"1092",62.3,197.1,0,9
"1093",62.3,198.1,0,9
"1094",62.3,199.1,0,9
"1095",62.3,200.1,0,9
"1096",62.3,201.1,0,9
"1097",62.3,202.1,0,9
"1098",62.3,203.1,0,9
"1099",62.3,204.1,0,9
"1100",62.3,205.1,0,9
"1101",52.3,181.1,0,8
"1102",52.3,182.1,0,8
"1103",52.3,183.1,0,8
"1104",52.3,184.1,0,8
"1105",52.3,185.1,0,8
"1106",52.3,186.1,0,8
"1107",52.3,187.1,0,8
"1108",52.3,188.1,0,8
"1109",52.3,189.1,0,8
"1110",52.3,190.1,0,8
"1111",52.3,191.1,0,8
"1112",52.3,192.1,0,8
"1113",52.3,193.1,0,8
"1114",52.3,194.1,0,8
"1115",52.3,195.1,0,8
"1116",52.3,196.1,0,8
"1117",52.3,197.1,0,8
"1118",52.3,198.1,0,8
"1119",52.3,199.1,0,8
"1120",52.3,200.1,0,8
"1121",52.3,201.1,0,8
"1122",52.3,202.1,0,8
"1123",52.3,203.1,0,8
"1124",52.3,204.1,0,8
"1125",52.3,205.1,0,8
"1126",53.3,181.1,0,8
"1127",53.3,182.1,0,8
"1128",53.3,183.1,0,8
"1129",53.3,184.1,0,8
"1130",53.3,185.1,0,8
"1131",53.3,186.1,0,8
"1132",53.3,187.1,0,8
"1133",53.3,188.1,0,8
"1134",53.3,189.1,0,8
"1135",53.3,190.1,0,8
"1136",53.3,191.1,0,8
"1137",53.3,192.1,0,8
"1138",53.3,193.1,0,8
"1139",53.3,194.1,0,8
"1140",53.3,195.1,0,8
"1141",53.3,196.1,0,8
"1142",53.3,197.1,0,8
"1143",53.3,198.1,0,8
"1144",53.3,199.1,0,8
"1145",53.3,200.1,0,8
"1146",53.3,201.1,0,8
"1147",53.3,202.1,0,8
"1148",53.3,203.1,0,8
"1149",53.3,204.1,0,8
"1150",53.3,205.1,0,8
"1151",54.3,181.1,0,8
"1152",54.3,182.1,0,8
"1153",54.3,183.1,0,8
"1154",54.3,184.1,0,8
"1155",54.3,185.1,0,8
"1156",54.3,186.1,0,8
"1157",54.3,187.1,0,8
"1158",54.3,188.1,0,8
"1159",54.3,189.1,0,8
"1160",54.3,190.1,0,8
"1161",54.3,191.1,0,8
"1162",54.3,192.1,45.9,8
"1163",54.3,193.1,4.33,8
"1164",54.3,194.1,0,8
"1165",54.3,195.1,5.29,8
"1166",54.3,196.1,0,8
"1167",54.3,197.1,0,8
"1168",54.3,198.1,0,8
"1169",54.3,199.1,0,8
"1170",54.3,200.1,0,8
"1171",54.3,201.1,0,8
"1172",54.3,202.1,0,8
"1173",54.3,203.1,0,8
"1174",54.3,204.1,0,8
"1175",54.3,205.1,0,8
"1176",55.3,181.1,0,8
"1177",55.3,182.1,0,8
"1178",55.3,183.1,0,8
"1179",55.3,184.1,0,8
"1180",55.3,185.1,0,8
"1181",55.3,186.1,0,8
"1182",55.3,187.1,0,8
"1183",55.3,188.1,0,8
"1184",55.3,189.1,0,8
"1185",55.3,190.1,20.18,8
"1186",55.3,191.1,0,8
"1187",55.3,192.1,0,8
"1188",55.3,193.1,0,8
"1189",55.3,194.1,537.83,8
"1190",55.3,195.1,5.14,8
"1191",55.3,196.1,0,8
"1192",55.3,197.1,0,8
"1193",55.3,198.1,0,8
"1194",55.3,199.1,0,8
"1195",55.3,200.1,0,8
"1196",55.3,201.1,0,8
"1197",55.3,202.1,0,8
"1198",55.3,203.1,0,8
"1199",55.3,204.1,0,8
"1200",55.3,205.1,0,8
"1201",56.3,181.1,0,8
"1202",56.3,182.1,0,8
"1203",56.3,183.1,0,8
"1204",56.3,184.1,0,8
"1205",56.3,185.1,0,8
"1206",56.3,186.1,0,8
"1207",56.3,187.1,0,8
"1208",56.3,188.1,0,8
"1209",56.3,189.1,0,8
"1210",56.3,190.1,0,8
"1211",56.3,191.1,425.75,8
"1212",56.3,192.1,38496.51,8
"1213",56.3,193.1,832459.92,8
"1214",56.3,194.1,465026.27,8
"1215",56.3,195.1,341249.38,8
"1216",56.3,196.1,312091.54,8
"1217",56.3,197.1,0,8
"1218",56.3,198.1,0,8
"1219",56.3,199.1,0,8
"1220",56.3,200.1,0,8
"1221",56.3,201.1,0,8
"1222",56.3,202.1,0,8
"1223",56.3,203.1,0,8
"1224",56.3,204.1,0,8
"1225",56.3,205.1,0,8
"1226",57.3,181.1,0,8
"1227",57.3,182.1,0,8
"1228",57.3,183.1,0,8
"1229",57.3,184.1,0,8
"1230",57.3,185.1,0,8
"1231",57.3,186.1,0,8
"1232",57.3,187.1,27.23,8
"1233",57.3,188.1,2599.95,8
"1234",57.3,189.1,0,8
"1235",57.3,190.1,0,8
"1236",57.3,191.1,14387.64,8
"1237",57.3,192.1,33216.47,8
"1238",57.3,193.1,348734.12,8
"1239",57.3,194.1,318763.58,8
"1240",57.3,195.1,1114058.75,8
"1241",57.3,196.1,133668.12,8
"1242",57.3,197.1,0,8
"1243",57.3,198.1,0,8
"1244",57.3,199.1,0,8
"1245",57.3,200.1,0,8
"1246",57.3,201.1,0,8
"1247",57.3,202.1,0,8
"1248",57.3,203.1,0,8
"1249",57.3,204.1,0,8
"1250",57.3,205.1,0,8
"1251",58.3,181.1,0,8
"1252",58.3,182.1,0,8
"1253",58.3,183.1,0,8
"1254",58.3,184.1,0,8
"1255",58.3,185.1,0,8
"1256",58.3,186.1,1.63,8
"1257",58.3,187.1,6.69,8
"1258",58.3,188.1,58.58,8
"1259",58.3,189.1,0,8
"1260",58.3,190.1,0,8
"1261",58.3,191.1,2734.3,8
"1262",58.3,192.1,12981.85,8
"1263",58.3,193.1,0,8
"1264",58.3,194.1,0,8
"1265",58.3,195.1,0,8
"1266",58.3,196.1,0,8
"1267",58.3,197.1,0,8
"1268",58.3,198.1,0,8
"1269",58.3,199.1,0,8
"1270",58.3,200.1,0,8
"1271",58.3,201.1,0,8
"1272",58.3,202.1,0,8
"1273",58.3,203.1,0,8
"1274",58.3,204.1,0,8
"1275",58.3,205.1,0,8
"1276",59.3,181.1,0,8
"1277",59.3,182.1,0,8
"1278",59.3,183.1,0,8
"1279",59.3,184.1,0,8
"1280",59.3,185.1,0,8
"1281",59.3,186.1,0,8
"1282",59.3,187.1,0,8
"1283",59.3,188.1,0,8
"1284",59.3,189.1,0,8
"1285",59.3,190.1,0,8
"1286",59.3,191.1,0,8
"1287",59.3,192.1,0,8
"1288",59.3,193.1,0,8
"1289",59.3,194.1,0,8
"1290",59.3,195.1,0,8
"1291",59.3,196.1,0,8
"1292",59.3,197.1,0,8
"1293",59.3,198.1,0,8
"1294",59.3,199.1,0,8
"1295",59.3,200.1,0,8
"1296",59.3,201.1,0,8
"1297",59.3,202.1,0,8
"1298",59.3,203.1,0,8
"1299",59.3,204.1,0,8
"1300",59.3,205.1,0,8
"1301",60.3,181.1,0,8
"1302",60.3,182.1,0,8
"1303",60.3,183.1,0,8
"1304",60.3,184.1,0,8
"1305",60.3,185.1,0,8
"1306",60.3,186.1,0,8
"1307",60.3,187.1,0,8
"1308",60.3,188.1,0,8
"1309",60.3,189.1,0,8
"1310",60.3,190.1,0,8
"1311",60.3,191.1,0,8
"1312",60.3,192.1,0,8
"1313",60.3,193.1,0,8
"1314",60.3,194.1,0,8
"1315",60.3,195.1,0,8
"1316",60.3,196.1,0,8
"1317",60.3,197.1,0,8
"1318",60.3,198.1,0,8
"1319",60.3,199.1,0,8
"1320",60.3,200.1,0,8
"1321",60.3,201.1,0,8
"1322",60.3,202.1,0,8
"1323",60.3,203.1,0,8
"1324",60.3,204.1,0,8
"1325",60.3,205.1,0,8
"1326",61.3,181.1,0,8
"1327",61.3,182.1,0,8
"1328",61.3,183.1,0,8
"1329",61.3,184.1,0,8
"1330",61.3,185.1,0,8
"1331",61.3,186.1,0,8
"1332",61.3,187.1,0,8
"1333",61.3,188.1,0,8
"1334",61.3,189.1,0,8
"1335",61.3,190.1,0,8
"1336",61.3,191.1,0,8
"1337",61.3,192.1,0,8
"1338",61.3,193.1,0,8
"1339",61.3,194.1,0,8
"1340",61.3,195.1,0,8
"1341",61.3,196.1,0,8
"1342",61.3,197.1,0,8
"1343",61.3,198.1,0,8
"1344",61.3,199.1,0,8
"1345",61.3,200.1,0,8
"1346",61.3,201.1,0,8
"1347",61.3,202.1,0,8
"1348",61.3,203.1,0,8
"1349",61.3,204.1,0,8
"1350",61.3,205.1,0,8
"1351",62.3,181.1,0,8
"1352",62.3,182.1,0,8
"1353",62.3,183.1,0,8
"1354",62.3,184.1,0,8
"1355",62.3,185.1,0,8
"1356",62.3,186.1,0,8
"1357",62.3,187.1,0,8
"1358",62.3,188.1,0,8
"1359",62.3,189.1,0,8
"1360",62.3,190.1,0,8
"1361",62.3,191.1,0,8
"1362",62.3,192.1,0,8
"1363",62.3,193.1,0,8
"1364",62.3,194.1,0,8
"1365",62.3,195.1,0,8
"1366",62.3,196.1,0,8
"1367",62.3,197.1,0,8
"1368",62.3,198.1,0,8
"1369",62.3,199.1,0,8
"1370",62.3,200.1,0,8
"1371",62.3,201.1,0,8
"1372",62.3,202.1,0,8
"1373",62.3,203.1,0,8
"1374",62.3,204.1,0,8
"1375",62.3,205.1,0,8
"1376",52.3,181.1,0,7
"1377",52.3,182.1,0,7
"1378",52.3,183.1,0,7
"1379",52.3,184.1,0,7
"1380",52.3,185.1,0,7
"1381",52.3,186.1,0,7
"1382",52.3,187.1,0,7
"1383",52.3,188.1,0,7
"1384",52.3,189.1,0,7
"1385",52.3,190.1,0,7
"1386",52.3,191.1,0,7
"1387",52.3,192.1,0,7
"1388",52.3,193.1,0,7
"1389",52.3,194.1,0,7
"1390",52.3,195.1,0,7
"1391",52.3,196.1,0,7
"1392",52.3,197.1,0,7
"1393",52.3,198.1,0,7
"1394",52.3,199.1,0,7
"1395",52.3,200.1,0,7
"1396",52.3,201.1,0,7
"1397",52.3,202.1,0,7
"1398",52.3,203.1,0,7
"1399",52.3,204.1,0,7
"1400",52.3,205.1,0,7
"1401",53.3,181.1,0,7
"1402",53.3,182.1,0,7
"1403",53.3,183.1,0,7
"1404",53.3,184.1,0,7
"1405",53.3,185.1,0,7
"1406",53.3,186.1,0,7
"1407",53.3,187.1,0,7
"1408",53.3,188.1,0,7
"1409",53.3,189.1,0,7
"1410",53.3,190.1,0,7
"1411",53.3,191.1,0,7
"1412",53.3,192.1,0,7
"1413",53.3,193.1,0,7
"1414",53.3,194.1,0,7
"1415",53.3,195.1,0,7
"1416",53.3,196.1,0,7
"1417",53.3,197.1,0,7
"1418",53.3,198.1,0,7
"1419",53.3,199.1,0,7
"1420",53.3,200.1,0,7
"1421",53.3,201.1,0,7
"1422",53.3,202.1,0,7
"1423",53.3,203.1,0,7
"1424",53.3,204.1,0,7
"1425",53.3,205.1,0,7
"1426",54.3,181.1,0,7
"1427",54.3,182.1,0,7
"1428",54.3,183.1,0,7
"1429",54.3,184.1,0,7
"1430",54.3,185.1,0,7
"1431",54.3,186.1,0,7
"1432",54.3,187.1,0,7
"1433",54.3,188.1,0,7
"1434",54.3,189.1,0,7
"1435",54.3,190.1,0,7
"1436",54.3,191.1,0,7
"1437",54.3,192.1,0,7
"1438",54.3,193.1,0,7
"1439",54.3,194.1,15.93,7
"1440",54.3,195.1,6.55,7
"1441",54.3,196.1,0,7
"1442",54.3,197.1,0,7
"1443",54.3,198.1,0,7
"1444",54.3,199.1,0,7
"1445",54.3,200.1,0,7
"1446",54.3,201.1,0,7
"1447",54.3,202.1,0,7
"1448",54.3,203.1,0,7
"1449",54.3,204.1,0,7
"1450",54.3,205.1,0,7
"1451",55.3,181.1,0,7
"1452",55.3,182.1,0,7
"1453",55.3,183.1,0,7
"1454",55.3,184.1,0,7
"1455",55.3,185.1,0,7
"1456",55.3,186.1,0,7
"1457",55.3,187.1,0,7
"1458",55.3,188.1,0,7
"1459",55.3,189.1,0,7
"1460",55.3,190.1,43.22,7
"1461",55.3,191.1,8.36,7
"1462",55.3,192.1,1.01,7
"1463",55.3,193.1,0,7
"1464",55.3,194.1,451.8,7
"1465",55.3,195.1,338.92,7
"1466",55.3,196.1,0,7
"1467",55.3,197.1,0,7
"1468",55.3,198.1,0,7
"1469",55.3,199.1,0,7
"1470",55.3,200.1,0,7
"1471",55.3,201.1,0,7
"1472",55.3,202.1,0,7
"1473",55.3,203.1,0,7
"1474",55.3,204.1,0,7
"1475",55.3,205.1,0,7
"1476",56.3,181.1,0,7
"1477",56.3,182.1,0,7
"1478",56.3,183.1,0,7
"1479",56.3,184.1,0,7
"1480",56.3,185.1,0,7
"1481",56.3,186.1,0,7
"1482",56.3,187.1,0,7
"1483",56.3,188.1,0,7
"1484",56.3,189.1,0,7
"1485",56.3,190.1,0,7
"1486",56.3,191.1,0,7
"1487",56.3,192.1,266669.31,7
"1488",56.3,193.1,227651.3,7
"1489",56.3,194.1,129793.19,7
"1490",56.3,195.1,94.18,7
"1491",56.3,196.1,0,7
"1492",56.3,197.1,0,7
"1493",56.3,198.1,0,7
"1494",56.3,199.1,0,7
"1495",56.3,200.1,0,7
"1496",56.3,201.1,0,7
"1497",56.3,202.1,0,7
"1498",56.3,203.1,0,7
"1499",56.3,204.1,0,7
"1500",56.3,205.1,0,7
"1501",57.3,181.1,0,7
"1502",57.3,182.1,0,7
"1503",57.3,183.1,0,7
"1504",57.3,184.1,0,7
"1505",57.3,185.1,0,7
"1506",57.3,186.1,0,7
"1507",57.3,187.1,2.12,7
"1508",57.3,188.1,2.28,7
"1509",57.3,189.1,0,7
"1510",57.3,190.1,0,7
"1511",57.3,191.1,0,7
"1512",57.3,192.1,0,7
"1513",57.3,193.1,0,7
"1514",57.3,194.1,0,7
"1515",57.3,195.1,0,7
"1516",57.3,196.1,0,7
"1517",57.3,197.1,0,7
"1518",57.3,198.1,0,7
"1519",57.3,199.1,0,7
"1520",57.3,200.1,0,7
"1521",57.3,201.1,0,7
"1522",57.3,202.1,0,7
"1523",57.3,203.1,0,7
"1524",57.3,204.1,0,7
"1525",57.3,205.1,0,7
"1526",58.3,181.1,0,7
"1527",58.3,182.1,0,7
"1528",58.3,183.1,0,7
"1529",58.3,184.1,0,7
"1530",58.3,185.1,0,7
"1531",58.3,186.1,0,7
"1532",58.3,187.1,10.07,7
"1533",58.3,188.1,0,7
"1534",58.3,189.1,0,7
"1535",58.3,190.1,0,7
"1536",58.3,191.1,0,7
"1537",58.3,192.1,0,7
"1538",58.3,193.1,0,7
"1539",58.3,194.1,0,7
"1540",58.3,195.1,0,7
"1541",58.3,196.1,0,7
"1542",58.3,197.1,0,7
"1543",58.3,198.1,0,7
"1544",58.3,199.1,0,7
"1545",58.3,200.1,0,7
"1546",58.3,201.1,0,7
"1547",58.3,202.1,0,7
"1548",58.3,203.1,0,7
"1549",58.3,204.1,0,7
"1550",58.3,205.1,0,7
"1551",59.3,181.1,0,7
"1552",59.3,182.1,0,7
"1553",59.3,183.1,0,7
"1554",59.3,184.1,0,7
"1555",59.3,185.1,0,7
"1556",59.3,186.1,0,7
"1557",59.3,187.1,0,7
"1558",59.3,188.1,0,7
"1559",59.3,189.1,0,7
"1560",59.3,190.1,0,7
"1561",59.3,191.1,0,7
"1562",59.3,192.1,0,7
"1563",59.3,193.1,0,7
"1564",59.3,194.1,0,7
"1565",59.3,195.1,0,7
"1566",59.3,196.1,0,7
"1567",59.3,197.1,0,7
"1568",59.3,198.1,0,7
"1569",59.3,199.1,0,7
"1570",59.3,200.1,0,7
"1571",59.3,201.1,0,7
"1572",59.3,202.1,0,7
"1573",59.3,203.1,0,7
"1574",59.3,204.1,0,7
"1575",59.3,205.1,0,7
"1576",60.3,181.1,0,7
"1577",60.3,182.1,0,7
"1578",60.3,183.1,0,7
"1579",60.3,184.1,0,7
"1580",60.3,185.1,0,7
"1581",60.3,186.1,0,7
"1582",60.3,187.1,0,7
"1583",60.3,188.1,0,7
"1584",60.3,189.1,0,7
"1585",60.3,190.1,0,7
"1586",60.3,191.1,0,7
"1587",60.3,192.1,0,7
"1588",60.3,193.1,0,7
"1589",60.3,194.1,0,7
"1590",60.3,195.1,0,7
"1591",60.3,196.1,0,7
"1592",60.3,197.1,0,7
"1593",60.3,198.1,0,7
"1594",60.3,199.1,0,7
"1595",60.3,200.1,0,7
"1596",60.3,201.1,0,7
"1597",60.3,202.1,0,7
"1598",60.3,203.1,0,7
"1599",60.3,204.1,0,7
"1600",60.3,205.1,0,7
"1601",61.3,181.1,0,7
"1602",61.3,182.1,0,7
"1603",61.3,183.1,0,7
"1604",61.3,184.1,0,7
"1605",61.3,185.1,0,7
"1606",61.3,186.1,0,7
"1607",61.3,187.1,0,7
"1608",61.3,188.1,0,7
"1609",61.3,189.1,0,7
"1610",61.3,190.1,0,7
"1611",61.3,191.1,0,7
"1612",61.3,192.1,0,7
"1613",61.3,193.1,0,7
"1614",61.3,194.1,0,7
"1615",61.3,195.1,0,7
"1616",61.3,196.1,0,7
"1617",61.3,197.1,0,7
"1618",61.3,198.1,0,7
"1619",61.3,199.1,0,7
"1620",61.3,200.1,0,7
"1621",61.3,201.1,0,7
"1622",61.3,202.1,0,7
"1623",61.3,203.1,0,7
"1624",61.3,204.1,0,7
"1625",61.3,205.1,0,7
"1626",62.3,181.1,0,7
"1627",62.3,182.1,0,7
"1628",62.3,183.1,0,7
"1629",62.3,184.1,0,7
"1630",62.3,185.1,0,7
"1631",62.3,186.1,0,7
"1632",62.3,187.1,0,7
"1633",62.3,188.1,0,7
"1634",62.3,189.1,0,7
"1635",62.3,190.1,0,7
"1636",62.3,191.1,0,7
"1637",62.3,192.1,0,7
"1638",62.3,193.1,0,7
"1639",62.3,194.1,0,7
"1640",62.3,195.1,0,7
"1641",62.3,196.1,0,7
"1642",62.3,197.1,0,7
"1643",62.3,198.1,0,7
"1644",62.3,199.1,0,7
"1645",62.3,200.1,0,7
"1646",62.3,201.1,0,7
"1647",62.3,202.1,0,7
"1648",62.3,203.1,0,7
"1649",62.3,204.1,0,7
"1650",62.3,205.1,0,7
"1651",52.3,181.1,0,6
"1652",52.3,182.1,0,6
"1653",52.3,183.1,0,6
"1654",52.3,184.1,0,6
"1655",52.3,185.1,0,6
"1656",52.3,186.1,0,6
"1657",52.3,187.1,0,6
"1658",52.3,188.1,0,6
"1659",52.3,189.1,0,6
"1660",52.3,190.1,0,6
"1661",52.3,191.1,0,6
"1662",52.3,192.1,0,6
"1663",52.3,193.1,0,6
"1664",52.3,194.1,0,6
